step,src,dst,val
804,149,150,1
805,150,151,1
805,151,152,1
805,152,153,1
805,153,154,1
805,154,155,1
806,155,156,1
806,156,157,1
806,157,158,1
806,158,159,1
806,159,160,1
807,160,161,1
807,161,168,1
807,168,169,1
807,169,171,1
807,171,172,1
808,172,173,1
808,173,174,1
808,174,175,1
808,175,176,1
808,176,177,1
809,177,178,1
809,178,179,1
809,179,180,1
809,180,181,1
809,181,182,1
810,182,183,1
810,183,184,1
810,184,185,1
810,185,186,1
810,186,187,1
811,187,188,1
811,188,189,1
811,189,190,1
811,190,191,1
811,191,192,1
812,192,193,1
812,193,194,1
812,194,195,1
812,195,196,1
812,196,197,1
813,197,198,1
813,198,199,1
813,199,200,1
813,200,201,1
813,201,202,1
814,202,203,1
814,203,204,1
814,204,205,1
814,205,206,1
814,206,207,1
815,207,208,1
815,208,209,1
815,209,210,1
815,210,211,1
815,211,212,1
816,212,213,1
816,213,214,1
816,214,215,1
816,215,216,1
816,216,218,1
817,218,219,1
817,219,220,1
817,220,221,1
817,221,222,1
817,222,224,1
818,224,225,1
818,225,227,1
818,227,228,1
818,228,229,1
818,229,230,1
819,230,232,1
819,232,233,1
819,233,234,1
819,234,235,1
819,235,236,1
820,236,237,1
820,237,238,1
820,238,239,1
820,239,240,1
820,240,241,1
821,241,242,1
821,242,243,1
821,243,244,1
821,244,245,1
821,245,246,1
822,246,247,1
822,247,248,1
822,248,249,1
822,249,250,1
822,250,251,1
823,251,252,1
823,252,253,1
823,253,254,1
823,254,255,1
823,255,256,1
824,256,257,1
824,257,258,1
824,258,259,1
824,259,260,1
824,260,261,1
825,261,262,1
825,262,263,1
825,263,265,1
825,265,266,1
825,266,267,1
826,267,268,1
826,268,269,1
826,269,270,1
826,270,271,1
826,271,272,1
827,272,273,1
827,273,274,1
827,274,276,1
827,276,286,1
827,286,287,1
828,287,288,1
828,288,289,1
828,289,290,1
828,290,291,1
828,291,292,1
829,292,293,1
829,293,294,1
829,294,295,1
829,295,296,1
829,296,297,1
830,297,298,1
830,298,299,1
830,299,300,1
830,300,301,1
830,301,302,1
831,302,303,1
831,303,304,1
831,304,305,1
831,305,306,1
831,306,307,1
832,307,308,1
832,308,309,1
832,309,310,1
832,310,311,1
832,311,312,1
833,312,313,1
833,313,314,1
833,314,315,1
833,315,316,1
833,316,317,1
834,317,318,1
834,318,319,1
834,319,320,1
834,320,321,1
834,321,322,1
835,322,323,1
835,323,324,1
835,324,325,1
835,325,326,1
835,326,327,1
836,327,329,1
836,329,330,1
836,330,331,1
836,331,332,1
836,332,333,1
837,333,334,1
837,334,335,1
837,335,336,1
837,336,337,1
837,337,338,1
838,338,339,1
838,339,340,1
838,340,341,1
838,341,343,1
838,343,344,1
839,344,345,1
839,345,346,1
839,346,347,1
839,347,348,1
839,348,349,1
840,349,350,1
840,350,356,1
840,356,357,1
840,357,358,1
840,358,359,1
841,359,360,1
841,360,361,1
841,361,362,1
841,362,363,1
841,363,364,1
842,364,366,1
842,366,367,1
842,367,368,1
842,368,369,1
842,369,370,1
843,370,371,1
843,371,372,1
843,372,374,1
843,374,375,1
843,375,376,1
844,376,377,1
844,377,379,1
844,379,380,1
844,380,381,1
844,381,382,1
845,382,383,1
845,383,384,1
845,384,385,1
845,385,386,1
845,386,387,1
846,387,391,1
846,391,392,1
846,392,393,1
846,393,394,1
846,394,395,1
847,395,396,1
847,396,397,1
847,397,398,1
847,398,399,1
847,399,400,1
848,400,401,1
848,401,402,1
848,402,403,1
848,403,404,1
848,404,406,1
849,406,407,1
849,407,408,1
849,408,409,1
849,409,410,1
849,410,411,1
850,411,412,1
850,412,413,1
850,413,415,1
850,415,416,1
850,416,417,1
851,417,418,1
851,418,419,1
851,419,421,1
851,421,422,1
851,422,423,1
852,423,424,1
852,424,425,1
852,425,426,1
852,426,427,1
852,427,428,1
853,428,429,1
853,429,430,1
853,430,431,1
853,431,432,1
853,432,433,1
854,433,434,1
854,434,435,1
854,435,436,1
854,436,437,1
854,437,438,1
855,438,439,1
855,439,440,1
855,440,441,1
855,441,442,1
855,442,443,1
856,443,444,1
856,444,445,1
856,445,446,1
856,446,447,1
856,447,448,1
857,448,449,1
857,449,450,1
857,450,451,1
857,451,452,1
857,452,453,1
858,453,454,1
858,454,455,1
858,455,456,1
858,456,457,1
858,457,458,1
859,458,459,1
859,459,460,1
859,460,461,1
859,461,462,1
859,462,463,1
860,463,464,1
860,464,495,1
860,495,496,1
860,496,497,1
860,497,498,1
861,498,499,1
861,499,500,1
861,500,501,1
861,501,502,1
861,502,503,1
862,503,504,1
862,504,505,1
862,505,506,1
862,506,507,1
862,507,508,1
863,508,509,1
863,509,510,1
863,510,511,1
863,511,512,1
863,512,513,1
864,513,514,1
864,514,515,1
864,515,516,1
864,516,517,1
864,517,518,1
865,518,519,1
865,519,520,1
865,520,521,1
865,521,522,1
865,522,523,1
866,523,524,1
866,524,525,1
866,525,526,1
866,526,527,1
866,527,528,1
867,528,529,1
867,529,530,1
867,530,531,1
867,531,532,1
867,532,533,1
868,533,534,1
868,534,535,1
868,535,536,1
868,536,537,1
868,537,538,1
869,538,539,1
869,539,540,1
869,540,541,1
869,541,542,1
869,542,543,1
870,543,544,1
870,544,545,1
870,545,546,1
870,546,547,1
870,547,548,1
871,548,549,1
871,549,550,1
871,550,551,1
871,551,552,1
871,552,553,1
872,553,554,1
872,554,555,1
872,555,556,1
872,556,557,1
872,557,558,1
873,558,559,1
873,559,560,1
873,560,561,1
873,561,562,1
873,562,563,1
874,563,564,1
874,564,565,1
874,565,566,1
874,566,567,1
874,567,568,1
875,568,569,1
875,569,570,1
875,570,571,1
875,571,572,1
875,572,573,1
876,573,574,1
876,574,575,1
876,575,576,1
876,576,577,1
876,577,578,1
877,578,579,1
877,579,580,1
877,580,581,1
877,581,582,1
877,582,583,1
878,583,584,1
878,584,585,1
878,585,586,1
878,586,587,1
878,587,588,1
879,588,589,1
879,589,590,1
879,590,591,1
879,591,592,1
879,592,593,1
880,593,594,1
880,594,595,1
880,595,596,1
880,596,597,1
880,597,598,1
881,598,599,1
881,599,600,1
881,600,601,1
881,601,602,1
881,602,603,1
882,603,604,1
882,604,605,1
882,605,606,1
882,606,607,1
882,607,608,1
883,608,609,1
883,609,610,1
883,610,611,1
883,611,612,1
883,612,613,1
884,613,614,1
884,614,615,1
884,615,616,1
884,616,617,1
884,617,618,1
885,618,619,1
885,619,620,1
885,620,621,1
885,621,622,1
885,622,623,1
886,623,624,1
886,624,625,1
886,625,626,1
886,626,627,1
886,627,628,1
887,628,629,1
887,629,630,1
887,630,631,1
887,631,632,1
887,632,633,1
888,633,634,1
888,634,635,1
888,635,636,1
888,636,637,1
888,637,638,1
889,638,639,1
889,639,640,1
889,640,641,1
889,641,642,1
889,642,643,1
890,643,644,1
890,644,645,1
890,645,646,1
890,646,647,1
890,647,648,1
891,648,649,1
891,649,650,1
891,650,661,1
891,661,662,1
891,662,663,1
892,663,664,1
892,664,665,1
892,665,666,1
892,666,667,1
892,667,668,1
893,668,669,1
893,669,670,1
893,670,671,1
893,671,672,1
893,672,673,1
894,673,674,1
894,674,675,1
894,675,676,1
894,676,677,1
894,677,678,1
895,678,679,1
895,679,680,1
895,680,681,1
895,681,682,1
895,682,683,1
896,683,684,1
896,684,685,1
896,685,686,1
896,686,687,1
896,687,688,1
897,688,689,1
897,689,690,1
897,690,691,1
897,691,692,1
897,692,693,1
898,693,694,1
898,694,695,1
898,695,696,1
898,696,697,1
898,697,698,1
899,698,699,1
899,699,700,1
899,700,701,1
899,701,702,1
899,702,703,1
900,703,704,1
900,704,705,1
900,705,706,1
900,706,707,1
900,707,708,1
901,708,709,1
901,709,710,1
901,710,711,1
901,711,712,1
901,712,713,1
902,713,714,1
902,714,715,1
902,715,716,1
902,716,717,1
902,717,718,1
903,718,719,1
903,719,720,1
903,720,721,1
903,721,722,1
903,722,723,1
904,723,724,1
904,724,725,1
904,725,726,1
904,726,727,1
904,727,728,1
905,728,729,1
905,729,730,1
905,730,731,1
905,731,732,1
905,732,733,1
906,733,734,1
906,734,735,1
906,735,736,1
906,736,737,1
906,737,738,1
907,738,739,1
907,739,740,1
907,740,741,1
907,741,742,1
907,742,743,1
908,743,744,1
908,744,745,1
908,745,746,1
908,746,747,1
908,747,748,1
909,748,749,1
909,749,750,1
909,750,751,1
909,751,752,1
909,752,753,1
910,753,754,1
910,754,755,1
910,755,756,1
910,756,757,1
910,757,758,1
911,758,759,1
911,759,760,1
911,760,761,1
911,761,762,1
911,762,763,1
912,763,764,1
912,764,765,1
912,765,766,1
912,766,767,1
912,767,768,1
913,768,769,1
913,769,770,1
913,770,771,1
913,771,772,1
913,772,773,1
914,773,774,1
914,774,775,1
914,775,776,1
914,776,777,1
914,777,778,1
915,778,779,1
915,779,780,1
915,780,781,1
915,781,782,1
915,782,783,1
916,783,784,1
916,784,785,1
916,785,786,1
916,786,787,1
916,787,788,1
917,788,789,1
917,789,790,1
917,790,791,1
917,791,792,1
917,792,793,1
918,793,794,1
918,794,795,1
918,795,796,1
918,796,797,1
918,797,798,1
919,798,799,1
919,799,800,1
919,800,801,1
919,801,802,1
919,802,803,1
920,803,804,1
920,804,805,1
920,805,806,1
920,806,807,1
920,807,808,1
921,808,809,1
921,809,810,1
921,810,811,1
921,811,812,1
921,812,813,1
922,813,814,1
922,814,815,1
922,815,816,1
922,816,817,1
922,817,818,1
923,818,819,1
923,819,820,1
923,820,821,1
923,821,822,1
923,822,823,1
924,823,824,1
924,824,825,1
924,825,826,1
924,826,827,1
924,827,828,1
925,828,829,1
925,829,830,1
925,830,831,1
925,831,832,1
925,832,833,1
926,833,834,1
926,834,835,1
926,835,836,1
926,836,837,1
926,837,838,1
927,838,839,1
927,839,840,1
927,840,841,1
927,841,842,1
927,842,843,1
928,843,844,1
928,844,845,1
928,845,846,1
928,846,847,1
928,847,848,1
929,848,849,1
929,849,850,1
929,850,851,1
929,851,852,1
929,852,853,1
930,853,854,1
930,854,855,1
930,855,856,1
930,856,857,1
930,857,858,1
931,858,859,1
931,859,860,1
931,860,861,1
931,861,862,1
931,862,863,1
932,863,864,1
932,864,865,1
932,865,866,1
932,866,867,1
932,867,868,1
933,868,869,1
933,869,870,1
933,870,871,1
933,871,872,1
933,872,873,1
934,873,874,1
934,874,875,1
934,875,876,1
934,876,877,1
934,877,878,1
935,878,879,1
935,879,880,1
935,880,881,1
935,881,882,1
935,882,883,1
936,883,884,1
936,884,885,1
936,885,886,1
936,886,887,1
936,887,888,1
937,888,889,1
937,889,890,1
937,890,891,1
937,891,892,1
937,892,893,1
938,893,894,1
938,894,895,1
938,895,896,1
938,896,897,1
938,897,898,1
939,898,899,1
939,899,900,1
939,900,901,1
939,901,902,1
939,902,903,1
940,903,904,1
940,904,905,1
940,905,906,1
940,906,907,1
940,907,908,1
941,908,909,1
941,909,910,1
941,910,911,1
941,911,912,1
941,912,913,1
942,913,914,1
942,914,915,1
942,915,916,1
942,916,917,1
942,917,918,1
943,918,919,1
943,919,920,1
943,920,921,1
943,921,922,1
943,922,923,1
944,923,924,1
944,924,925,1
944,925,926,1
944,926,927,1
944,927,928,1
945,928,929,1
945,929,930,1
945,930,931,1
945,931,932,1
945,932,933,1
946,933,934,1
946,934,935,1
946,935,936,1
946,936,937,1
946,937,938,1
947,938,939,1
947,939,940,1
947,940,941,1
947,941,942,1
947,942,943,1
948,943,944,1
948,944,945,1
948,945,946,1
948,946,947,1
948,947,948,1
949,948,949,1
949,949,950,1
949,950,951,1
949,951,952,1
949,952,953,1
950,953,954,1
950,954,955,1
950,955,956,1
950,956,957,1
950,957,958,1
951,958,959,1
951,959,960,1
951,960,961,1
951,961,962,1
951,962,963,1
952,963,964,1
952,964,965,1
952,965,966,1
952,966,967,1
952,967,968,1
953,968,969,1
953,969,970,1
953,970,971,1
953,971,972,1
953,972,973,1
954,973,974,1
954,974,975,1
954,975,976,1
954,976,977,1
954,977,979,1
955,979,980,1
955,980,981,1
955,981,982,1
955,982,983,1
955,983,984,1
956,984,985,1
956,985,986,1
956,986,987,1
956,987,988,1
956,988,989,1
957,989,990,1
957,990,991,1
957,991,992,1
957,992,993,1
957,993,994,1
958,994,995,1
958,995,996,1
958,996,997,1
958,997,998,1
958,998,999,1
959,999,1000,1
959,1000,465,1
959,465,466,1
959,466,467,1
959,467,468,1
960,468,469,1
960,469,470,1
960,470,471,1
960,471,472,1
960,472,473,1
961,473,474,1
961,474,475,1
961,475,476,1
961,476,477,1
961,477,478,1
962,478,479,1
962,479,480,1
962,480,481,1
962,481,482,1
962,482,483,1
963,483,484,1
963,484,485,1
963,485,486,1
963,486,487,1
963,487,488,1
964,488,489,1
964,489,490,1
964,490,491,1
964,491,492,1
964,492,493,1
965,493,494,1
965,494,162,1
965,162,163,1
965,163,164,1
965,164,165,1
966,165,166,1
966,166,167,1
966,167,170,1
966,170,217,1
966,217,223,1
967,223,226,1
967,226,231,1
967,231,264,1
967,264,275,1
967,275,277,1
968,277,278,1
968,278,279,1
968,279,280,1
968,280,281,1
968,281,282,1
969,282,283,1
969,283,284,1
969,284,285,1
969,285,328,1
969,328,351,1
970,351,352,1
970,352,353,1
970,353,354,1
970,354,355,1
970,355,365,1
971,365,373,1
971,373,378,1
971,378,388,1
971,388,389,1
971,389,390,1
972,390,405,1
972,405,420,1
972,420,651,1
972,651,652,1
972,652,653,1
973,653,654,1
973,654,655,1
973,655,656,1
973,656,657,1
973,657,658,1
974,658,659,1
974,659,660,1
400,25,43,1
500,52,70,1
600,84,102,1
700,108,115,1
800,113,342,1
